"","gender","age","home_lang","english_length_nohome","wear_glasses","employment","annual_income","education","male_model","shade","clear_shade","med_shade","dark_shade","p_glasses","p_shade","p_pupilvis","ads_trust","ads_goalinform","ads_informative","ads_truthful","ads_reliablesource","ads_truepicture","ads_accuratelyinformedby","ads_essentialinfo","recommend","wtb","value_assess","model_familiar","model_nosecret","model_mysterious","model_known","model_natural","model_notweird","model_clear","model_attract","model_classy","model_sexy","model_beautiful","model_elegant","model_warm","product_unsatisfac","product_lowqual","product_bad","product_dislike","product_awful","product_negative","product_unfavorable","product_common","product_useless","product_worthless","product_notunique","product_inexpensive","ad_describe","adrate_bad","adrate_unfavorable","adrate_lowqual","adrate_negative","adrate_unattract","adrate_useless","adrate_awful","adrate_notapprop","adrate_ineffective","adrate_unconvinc","female_clear","male_clear","female_med","female_dark","male_med","male_dark","value_assess_num","phony","approachable","expertise"
"239",1,30,"English","30 years",2,2,2,5,0,1,0,1,0,1,3,4,3,2,2,3,4,3,3,3,5,3,"399.99",3,5,3,3,4,4,6,5,4,3,4,3,5,4,3,3,3,3,3,3,4,3,4,3,5,"There is a smiling woman with sunglasses.  The advertisement was for deck chairs.",3,3,4,3,3,4,3,3,3,4,0,0,1,0,0,0,399.99,0.388260361044165,-1.37489414266325,-0.565442842868775
"240",2,58,"English","n/a",1,4,1,3,0,2,0,0,1,1,5,5,4,3,3,4,4,4,4,3,2,5,"400",6,6,2,5,5,6,7,6,6,5,5,6,6,5,5,5,5,5,5,5,6,3,6,7,5,"The heading says 'stylish options sure to suit any taste.' In the background there is furniture to the right is a woman wearing sunglasses and a check shirt saying ' It's my choice because it's the right choice. If it's furniture your selling this should be in the foreground not the background, the woman is placed in a far too prominent position. /  ",5,5,5,5,4,5,5,6,6,6,0,0,0,1,0,0,400,0.115362838535897,0.212006157491512,0.364469936254667
"241",2,43,"English","",2,3,2,1,1,1,0,1,0,1,3,3,4,4,4,4,4,4,4,4,5,4,"400",5,5,3,4,4,5,5,3,3,3,3,4,4,4,3,3,3,4,4,4,3,3,4,4,2,"a wicker furniture set with gray cushions, and a man crossing his arms in a plaid shirt. The man was a little out of place and if the furniture is so comfortable, he should've been sitting on the seat instead of out of the frame. ",5,5,3,4,3,4,4,3,4,5,0,0,0,0,1,0,400,1.05634724936024,0.0250404264504078,-0.267177677177636
"242",2,62,"english","",2,1,4,5,1,2,0,0,1,1,4,3,3,2,2,2,2,2,2,2,5,2,"499",4,4,3,3,6,6,6,5,4,4,4,4,5,2,2,2,2,2,1,1,2,2,3,1,3,"a yuppie, very much at home with himself chose wicker cause he likes it",2,2,2,1,2,2,2,1,1,1,0,0,0,0,0,1,499,-1.34160630558785,0.560506170296289,0.036493578058862
"243",1,37,"English","",2,1,3,1,1,1,0,1,0,1,5,5,4,3,3,4,5,4,5,3,5,2,"1000",7,7,1,6,6,7,5,5,5,2,3,1,5,2,4,2,3,3,3,4,3,5,4,6,4,"The ad is fine.  While it is simple and clean, it also does not stand out to me or grab my attention. I think the guy looks out of place. On the flip side, it looks comfortable and classy.  I would stop and look at it if I were buying furniture. The price needs to be listed.",3,3,4,3,3,5,3,1,4,5,0,0,0,0,1,0,1000,-0.861808914796037,0.245790538226599,0.270122996753858
"244",2,53,"English","",1,2,5,5,0,0,1,0,0,1,1,2,4,2,3,2,2,4,3,4,2,6,"285",5,7,7,4,6,7,7,6,5,4,5,4,6,4,5,5,6,4,4,5,6,3,4,6,6,"It is an advert for a three piece set of wicker furniture, featuring grey/brown cushions.  A woman is presented in the foreground with the text 'it is my choice because it is the right choice'. The advert suggests this furniture will appeal to everyone and is suitable for entertaining in comfort.",6,6,6,5,5,5,5,2,5,6,1,0,0,0,0,0,285,-0.311030723961325,-2.0949563005697,0.450541975154579
"245",2,51,"english","",2,4,3,4,0,1,0,1,0,1,3,2,2,2,2,3,2,2,4,2,6,2,"450",5,6,2,4,6,7,6,5,6,4,6,6,7,2,2,3,1,2,2,2,4,4,3,4,3,"I see furniure *wicker""  I like the furniture and the ad in whole",2,2,3,1,2,3,2,3,3,2,0,0,1,0,0,0,450,-0.0617594243204816,-0.984493664557625,0.594583993744105
"246",1,47,"English","",1,1,3,3,0,0,1,0,0,2,1,3,4,2,3,4,3,2,3,2,3,5,"200",5,5,3,3,6,7,4,6,6,6,5,5,7,3,4,3,4,2,3,3,5,3,4,7,4,"A picture of a wicker seat and sofa, with a women stood next to it with a quote from her. The Ad was okay, pretty standard, with nothing extraordinary about it.",3,3,4,3,3,3,2,1,5,5,1,0,0,0,0,0,200,-0.140641453864836,0.1470076398157,-0.611538335829287
"247",2,44,"english","",2,2,2,2,1,1,0,1,0,1,4,2,4,4,3,4,4,4,4,4,5,4,"300",3,4,4,3,3,3,4,5,4,3,3,3,3,3,2,3,2,2,2,2,3,3,3,3,4,"shows the product well but I feel the person doesn't really fit.  It would be better to show a couple using the furniture but to just have the man standing there for no reason looks odd",4,3,3,3,3,3,3,3,4,4,0,0,0,0,1,0,300,1.16535761179533,-0.284638762607139,-0.464443631101301
"248",1,63,"English","",1,5,3,6,0,2,0,0,1,1,5,5,4,4,4,4,4,4,4,4,4,6,"175",5,5,2,5,5,6,6,4,4,3,5,3,5,3,3,3,3,3,2,3,4,3,3,5,4,"grey cushions  wicker seating  young woman wearing red plaid shirt  and sunglasses. Words  include  it's my choice   and   the right choice    all weather  wicker seating / Words and  what was being advertised did not seem have any obvious connection   would not have inspired me to buy the product",5,5,6,4,5,5,4,6,6,6,0,0,0,1,0,0,175,1.35743681676394,-0.615204464835839,-0.613992485363399
"249",1,30,"English","",1,1,4,5,1,1,0,1,0,1,3,4,4,4,4,5,4,5,5,5,1,5,"600",1,7,1,5,4,1,4,1,1,1,1,1,1,3,4,4,4,3,3,3,7,4,3,7,1,"I saw a picture of a set of outdoor set in grey with a table with a tea set on. There was text saying how comfortable the set is. To the right with a picture of a man smiling in a plaid shirt and  wearing sunglasses was text saying how the choice was a correct one because they'd chosen it.",6,5,4,3,5,4,4,6,6,6,0,0,0,0,1,0,600,2.28066166834315,-1.61665133651907,-2.34809379901712
"250",1,55,"english","",1,1,3,5,1,2,0,0,1,1,5,4,4,4,4,3,4,3,3,4,3,3,"200",4,4,3,3,3,4,5,5,3,4,4,2,3,3,4,3,3,3,3,3,5,3,4,6,5,"saw a furniture set and a man wearing sunglasses looking rather smug with his arms crossed",4,4,3,4,2,3,4,3,4,4,0,0,0,0,0,1,200,1.38229889141616,-0.851238678862429,-0.396759400932881
"251",2,57,"English","",1,5,2,3,1,0,1,0,0,1,1,2,3,4,2,3,3,3,2,2,1,7,"150",6,6,2,2,7,7,7,2,2,1,1,1,3,7,7,7,7,6,6,6,7,1,6,7,7,"A wicker love seat with grey cushion sits between two matching chaits.  A young man wearing dark framed glasses and a red flannelshirt says something to the effect that It's the right choice, because it's my choice.",4,5,7,5,6,1,2,3,1,3,0,1,0,0,0,0,150,-0.664614939010522,0.112975502346168,-0.923950242590597
"252",2,40,"English","",1,1,4,6,1,0,1,0,0,2,1,1,2,2,2,2,2,2,2,2,5,3,"850",5,6,2,2,6,6,6,5,5,2,4,3,5,2,2,2,2,2,2,2,4,2,3,4,3,"This looks like a high quality product.  A lot of people would find this product to be useful.",2,2,2,2,2,2,2,2,2,4,0,1,0,0,0,0,850,-0.655537643840981,0.219457434679903,0.421214938045974
"253",2,76,"English","",1,5,7,3,1,1,0,1,0,1,3,3,4,3,2,3,3,3,3,3,6,2,"500",6,6,3,3,6,6,7,6,5,4,3,3,5,1,1,1,1,1,1,1,1,1,1,1,2,"It's my choice - the right choice.  Wicker furniture with cushions looks very nice.",1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,500,-1.69901985035607,1.34232856459734,1.96747424024618
"254",2,39,"english","",1,3,3,2,0,2,0,0,1,1,2,2,2,2,1,2,2,2,2,2,6,3,"900",4,5,2,5,5,6,5,5,3,4,5,2,4,2,4,3,3,3,3,2,4,3,2,3,4,"a wicker set with gray pillows. a woman in a flannel and see through sunglasses",3,3,4,2,4,3,2,3,3,3,0,0,0,1,0,0,900,-0.437079325238665,-0.408682870861284,-0.432791894134554
"255",1,50,"English","n/a",1,1,2,6,1,2,0,0,1,1,5,5,4,4,3,2,4,3,2,4,2,7,"600",3,3,2,2,2,5,3,4,2,2,1,2,3,3,4,3,3,4,3,4,5,3,3,6,4,"There was a set of wicker conservatory furniture in the background and a man in a cheque shirt in the foreground. / It was a bit confusing as the wording of the advertisement did not seem that clear whether it was the furniture or the clothing the man was wearing that were being advertised.",6,5,6,4,4,6,5,4,5,6,0,0,0,0,0,1,600,2.01339906718708,-1.26992392992817,-0.275582594142888
"256",1,36,"spanish","none",2,1,1,6,0,2,0,0,1,2,5,2,1,1,1,3,2,2,2,1,7,1,"800",6,4,4,2,6,4,4,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,"This is a publicity of furniture where especify the comfort and quality of his products",1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,800,-0.512460956291631,-0.737534261144819,0.251379977025463
"257",1,32,"English","",2,1,3,2,0,2,0,0,1,1,4,4,2,1,2,2,2,2,1,1,7,2,"400",5,2,5,3,5,7,3,6,5,5,6,6,6,2,1,1,2,1,3,3,3,1,1,3,4,"Was bout plump cushions, with a woman wearing glasses on the right hand side.",2,2,1,2,1,3,2,2,2,1,0,0,0,1,0,0,400,-1.09709041002026,0.244041116262845,1.16470420654455
"258",2,35,"English","",2,1,2,5,1,1,0,1,0,1,4,5,1,1,1,1,1,1,1,1,7,1,"1200",7,7,4,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,3,"It is a man of dark glasses of friendly aspect that is promoting a garden furniture made of wood and gray cushions",1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1200,-1.50782676922371,1.51512541053652,2.14952331227073
"259",2,58,"English","N/A",1,5,4,3,1,0,1,0,0,1,2,3,2,4,2,2,4,3,2,2,3,5,"800",6,7,2,6,6,6,6,6,5,5,6,2,6,5,5,5,3,5,5,5,3,2,6,5,6,"I saw a young man standing in front of some patio furniture.  The young man was dressed in a checked shirt and was saying that his choice is the ""right"" choice, I suppose because it's his choice.  The furniture is described as comfortable, with deep cushions, for entertaining.",5,5,6,6,2,3,4,2,6,6,0,1,0,0,0,0,800,-1.51521656452558,0.947577102330895,-0.660938405695861
"260",1,57,"English","",1,5,3,5,0,0,1,0,0,1,1,1,4,4,3,2,2,2,2,2,1,2,"400",4,4,1,1,1,4,3,6,6,6,6,6,4,2,3,2,2,2,2,2,4,1,3,5,4,"Wicker furniture with plush cushions. Advertised as stylish. Picture of actress superimposed on the furniture, and unattributed quote about choice.",6,6,3,6,3,4,3,4,5,6,1,0,0,0,0,0,400,2.0046604067123,-0.188506411421193,-0.265471440471972
"261",1,44,"English","",1,1,4,5,0,1,0,1,0,1,5,4,2,1,1,2,1,2,2,1,5,2,"250",5,6,2,5,6,6,6,6,7,5,6,5,6,3,3,2,2,1,3,2,2,3,3,2,2,"I saw an ad for stylish and comfortable wicker furniture with the image of a lady next to it.  I understand the need to humanize the ad, but the style and dress of the lady seems counter to the style of the furniture.",3,2,3,3,2,4,3,1,2,3,0,0,1,0,0,0,250,-0.800583474102948,0.362265699409112,0.5381602962775
"262",2,40,"English","n/a",2,4,6,5,1,0,1,0,0,1,1,1,4,4,4,3,4,3,5,3,4,3,"500",4,7,1,4,7,7,7,4,4,2,4,1,6,2,2,2,4,2,2,3,4,2,4,6,4,"I didn't like the tagline - 'It's my choice because it's the right choice.' It seemed too concrete, like only his opinion was worth considering and that if someone else chose another option it might not be the right choice. There was a description talking about the benefits of the product (able to stand up to weather, comfortable, etc), and there was also a statement about having styles to suit every need. ",4,5,2,5,3,3,4,4,4,4,0,1,0,0,0,0,500,0.462986207376904,0.367993805011139,-0.452561626604997
"263",2,42,"english","",2,1,3,5,1,1,0,1,0,1,3,2,5,1,2,4,3,3,4,2,7,1,"600",7,7,1,7,7,7,7,7,6,7,7,6,7,1,1,1,1,1,1,1,1,1,1,1,1,"There's a man smiling and seems very happy. There's a set of wicker that they are advertising.",1,1,1,1,1,1,1,1,2,2,0,0,0,0,1,0,600,-1.68772467279382,1.42677905258869,1.00319126285037
"264",1,29,"english","all my life",1,1,5,6,1,2,0,0,1,1,3,5,2,3,1,2,2,2,2,2,7,1,"50",4,7,1,4,7,6,7,6,7,6,7,7,6,1,1,1,1,1,1,1,1,1,1,1,4,"i saw a seats, a guy a glasses and a coffe cups, the guy is making a adventisement about the seats, he say that they are so confortable and full styled",1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,1,50,-1.46065596354501,1.6393772840222,2.05787348155611
"265",2,39,"english","",1,2,3,3,1,1,0,1,0,1,5,5,3,3,2,3,2,2,2,2,4,4,"780",5,2,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,3,3,4,4,4,4,4,4,"it was a man and a set of wicker furniture and he was stating that it was the correct choice to make ",4,4,5,5,4,4,4,2,4,6,0,0,0,0,1,0,780,1.30456515478215,-1.49636517759389,0.181531861240359
"266",2,64,"English","",1,5,6,5,0,1,0,1,0,2,2,1,2,2,2,2,3,3,3,2,4,3,"1300",6,5,2,3,5,7,6,6,5,4,4,3,6,3,4,3,2,2,3,3,7,2,4,7,5,"A woman in a plaid shirt is standing in front of a wicker chair set.  The set is grey.  There is a coffee set on a table in front  It looks a little dumb to have the coffee pot on the table.",3,3,4,3,3,2,2,3,4,5,0,0,1,0,0,0,1300,-0.333110642737833,0.701839790317908,-0.192271207759961
"267",2,32,"English","",1,7,3,5,0,0,1,0,0,2,3,2,4,4,3,4,4,4,4,4,3,6,"450",3,4,4,4,3,4,4,4,4,4,4,4,3,5,4,4,5,4,5,5,6,4,4,5,5,"An advert for a wicker furniture set. A woman stating quite firmly that it is the right choice.",5,5,6,4,5,5,4,5,5,6,1,0,0,0,0,0,450,1.26082062356277,-1.39120433458323,-0.0597291688674012
"268",1,41,"English","",2,2,2,3,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,7,1,"400",7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,"Stylish options for sofas, and why they are stylish and how they can benefit the consumer. ",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,400,-1.79197873637826,1.58149778078528,1.99527997752656
"269",1,30,"Ingles","30",2,2,3,6,0,1,0,1,0,2,5,5,1,1,1,1,1,1,1,1,7,7,"20",7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,"Publicidad relacionada con el estilo y moda interesante debidp q esta muy equitativamente relacionado con la bellesa y muy bello  parece paris o algo de el pais ",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,20,-0.88652152037531,1.71705987267595,2.05994415808421
"270",2,31,"English","always",1,4,2,2,1,0,1,0,0,1,1,2,4,4,4,4,4,4,3,3,4,4,"150",4,6,6,4,5,4,5,4,1,1,1,1,4,3,4,3,3,4,3,4,5,3,4,5,5,"Saw an ad for outside wicker furniture. I didn't like the text that said ""its my choice because its the right choice."" does not sound right.",4,4,4,3,4,3,4,4,4,5,0,1,0,0,0,0,150,0.377536901934959,-0.758395742645276,-0.325595039686664
"271",2,46,"English","",1,2,1,5,0,0,1,0,0,1,1,3,5,4,4,4,5,3,2,2,1,7,"800",4,3,5,1,1,1,4,5,2,2,5,2,2,6,7,7,7,7,7,7,2,5,6,2,7,"That is one ugly settee! The statement at the bottom of the advert seemed a bit stilted - comfortably entertain? Why does the woman have her arms crossed - isn't that defensive body language? Shouldn't she be open in her posture? It's my choice because it's the only choice... this puts me off buying from this advert. I don't like having my choice restricted, and this comes across as being arrogant and patronising.",7,7,7,7,7,4,6,4,7,7,1,0,0,0,0,0,800,2.51531919233232,-2.60803154789865,-0.839911033076973
"272",2,58,"English","",1,7,2,5,1,2,0,0,1,1,4,3,3,4,2,2,5,3,4,3,1,7,"50",5,4,4,1,1,4,1,3,2,2,2,2,4,6,6,6,7,7,6,6,7,4,4,7,7,"man in checked shirt wearing glasses 6it,s my choice, so its the right choice"". gray  funishings on cane summer suite., purpoting be plush and confortable but looking anything but! It calls it a set",7,6,7,7,7,6,7,6,7,7,0,0,0,0,0,1,50,0.94444404427883,-1.09082197823867,-0.441530543078705
"273",2,26,"English","",2,4,1,5,0,2,0,0,1,1,4,4,3,4,4,3,4,4,3,3,2,7,"300",3,5,3,4,5,3,4,6,6,5,6,4,5,3,3,2,4,3,3,3,3,4,3,5,3,"It looks kind of odd that the women featured in the advert is wearing sunglasses, nothing else sticks out.",4,5,4,4,3,5,4,5,5,5,0,0,0,1,0,0,300,0.808788760813911,0.195373646213884,-0.627014275776988
"274",1,44,"English","",1,1,4,5,0,1,0,1,0,1,4,5,3,2,2,4,4,4,3,3,1,7,"50",3,6,2,2,2,3,4,4,4,4,4,4,4,5,6,5,6,5,5,6,6,6,5,7,6,"Woman in sunglasses.  Summer furniture in the background.  It is weather resistant wicker furniture.  The ad looks cheap and the product looks cheap.",6,6,6,4,5,6,6,3,7,7,0,0,1,0,0,0,50,0.804689491489368,-0.578471648185109,-2.81129802615293
"275",1,28,"english","N/A",2,2,2,6,0,1,0,1,0,1,5,5,5,5,5,4,5,5,5,5,4,5,"1100",5,6,2,3,6,5,6,6,6,6,7,3,4,4,3,3,4,3,1,3,3,1,4,4,4,"style and comfort, rest a beautiful girl with dark glasses and light clothes",2,2,3,1,3,2,3,3,3,3,0,0,1,0,0,0,1100,-1.01349580535723,1.38146065587299,0.614650575040442
"276",2,39,"English","",2,1,6,5,1,0,1,0,0,1,1,3,5,3,2,3,4,3,4,4,5,3,"500",4,5,3,3,4,3,4,5,4,4,5,3,5,3,3,3,3,3,3,3,6,2,3,4,4,"Outdoor seating made of wicker and cushions.  There's a man off to the side that's a little distracting.",3,3,3,3,2,3,3,2,2,3,0,1,0,0,0,0,500,0.468502248128703,-0.75533107046381,-0.299494907401879
"277",2,34,"English","",1,1,4,5,1,1,0,1,0,1,4,4,4,5,3,4,5,4,3,3,6,3,"300",2,4,1,1,2,1,1,2,2,1,1,1,5,1,1,1,1,1,1,1,3,2,3,4,5,"I saw a set of wicker patio furniture with descriptive words indicating that they will work with any style.  There was an non-sequitir man in the foreground wearing a flannel shirt--he did not seem to fit with the ad at all.",3,2,4,1,3,4,2,3,4,3,0,0,0,0,1,0,300,-0.123377559151874,0.240149554999625,-2.15129006114853
"278",1,40,"English","39",2,1,4,5,0,2,0,0,1,1,5,5,2,2,2,3,2,2,2,2,6,2,"500",6,7,1,6,6,7,6,7,7,6,6,6,6,2,1,2,2,1,2,2,2,2,2,2,3,"the advertisement has a very bold and stylish leather furniture, ",2,2,1,2,1,2,1,2,2,2,0,0,0,1,0,0,500,-0.947581527256014,-0.787987084233364,1.39472557645978
"279",2,63,"English","",1,5,2,5,1,2,0,0,1,1,4,3,5,5,4,4,5,4,5,3,2,7,"800",4,4,4,6,2,4,4,3,3,2,2,2,3,6,4,6,6,6,6,6,4,4,4,6,4,"The human did not seem to match the furniture in style so I found it confusing",4,4,4,4,6,4,4,6,6,6,0,0,0,0,0,1,800,1.77658462284002,-0.649887029733697,-0.702718355079454
"280",2,27,"English","",1,3,2,5,1,2,0,0,1,1,5,5,5,5,5,5,5,5,5,5,4,4,"300",3,4,3,4,4,4,4,4,2,3,4,1,3,4,4,4,3,3,3,3,6,2,4,6,4,"It was an ad for some wicker furniture that seemed to be trying to be hip.",4,5,5,4,5,6,4,3,6,7,0,0,0,0,0,1,300,1.5167540192511,-0.98076450710763,-0.378342927823978
"281",1,37,"English","",2,1,4,6,1,2,0,0,1,1,5,5,5,4,4,5,5,4,5,5,1,7,"300",3,3,4,2,1,1,3,2,2,2,2,2,2,5,6,5,6,6,4,6,7,5,6,6,7,"A guy with glasses and behind a set. It's pretty dull as for my grandfather.",7,6,7,4,7,5,6,7,7,7,0,0,0,0,0,1,300,1.64506031899463,-1.14841273553023,-0.531103756187031
"282",2,32,"english","na",2,4,3,2,1,1,0,1,0,1,3,3,3,3,3,4,3,3,3,3,4,4,"400",3,4,3,2,4,3,4,2,4,2,3,2,3,3,3,3,2,2,1,2,4,2,2,2,4,"plush wicker furniture. seemed kind of pushy to me",4,4,5,3,4,4,3,2,4,5,0,0,0,0,1,0,400,1.30327334791514,-1.51218862724721,-0.379251232311188
"283",2,28,"English","",1,1,3,2,0,0,1,0,0,1,1,2,3,2,4,3,3,3,3,3,5,3,"200",5,4,3,3,4,5,5,4,5,4,5,4,4,3,3,4,3,3,3,3,4,3,3,4,4,"It was showing a set of wicker furniture that can be used in all-weather. The one thing I noticed is that there was no mention of a brand. ",4,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,200,0.0288433244224394,-0.327222978653332,-0.332355112821679
"284",2,58,"english","",2,1,2,3,0,0,1,0,0,1,2,2,3,2,3,2,2,3,3,2,6,3,"550",6,4,2,4,6,6,7,6,5,5,6,5,6,3,2,2,2,2,2,1,4,4,3,4,4,"In this advertisement there was a woman saying why she pick certain wicker furniture for out doors because it was the right choice. I think the furniture is very nice",2,3,2,2,2,2,2,2,3,2,1,0,0,0,0,0,550,0.126473464455265,-0.0887757859842646,0.300090826472923
"285",2,38,"English","",1,1,4,3,1,0,1,0,0,1,1,3,3,2,2,3,2,3,2,2,6,2,"600",5,4,4,2,4,4,5,5,3,3,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,"There is a man standing in front of a nice patio set. It is a nice looking set. Do not the think the man is necessary.",3,2,1,1,1,1,1,3,2,2,0,1,0,0,0,0,600,0.689380390211968,-0.0435331556163437,-0.789327280415795
"286",1,35,"English","34",2,3,2,5,0,2,0,0,1,1,5,5,3,2,3,3,2,2,3,2,5,3,"300",3,3,3,4,6,6,4,7,6,7,7,7,5,4,3,3,4,3,2,4,3,3,2,4,4,"in mayor form, the advertisement is about furniture, and homes props. ",3,2,1,3,2,3,3,3,2,4,0,0,0,1,0,0,300,-0.0517280147445328,0.151078645903622,0.280904060990465
"287",2,41,"English","",1,2,1,5,0,1,0,1,0,1,4,2,3,3,2,3,2,2,2,2,7,1,"400",6,6,2,6,6,6,7,6,6,6,6,6,7,1,1,1,1,1,1,1,2,1,2,3,2,"The ad is for wicker furniture with grey cushions.  The ad says they're durable and they look really strong.  I love the cushion colors and how thick they look.",1,2,2,1,2,1,1,2,2,2,0,0,1,0,0,0,400,-0.501689740181539,0.740471571034899,1.21473726364014
"288",2,42,"English","N/A",2,1,3,6,1,2,0,0,1,1,4,5,4,2,2,4,4,4,4,2,5,4,"1500",4,4,4,1,6,3,4,4,3,2,3,3,5,3,1,2,2,2,2,3,5,3,4,5,2,"It's an ad for outdoor wicker furniture.  The ad focuses on style and comfort.  The picture is that of a lovely furniture set with gray cushions, and there is a gentleman standing there with a satisfied grin.  The ad creates images in my mind of a pleasant afternoon relaxing in the yard.",3,3,1,1,1,2,3,3,2,2,0,0,0,0,0,1,1500,-0.17619929112431,1.05791946501287,-0.223403186548229
"289",1,26,"English","",1,1,3,3,0,0,1,0,0,1,1,3,4,3,3,4,3,4,3,3,3,4,"70",4,4,2,5,4,4,5,4,4,4,4,4,5,3,3,4,3,3,3,4,5,2,4,6,3,"It's an advert for outdoor furniture. It appears to be aimed at people who like to entertain guests at their houses using an outdoor seating area. The furniture is made from wicker and supposedly durable and offers comfort. It seems like a fairly standard advertisement, I wouldn't say it particularly stood out as new or different.",4,4,3,2,4,3,3,2,4,4,1,0,0,0,0,0,70,1.04312691579894,-0.272057654557086,-0.479695680037427
"290",1,30,"english","",1,2,5,6,0,0,1,0,0,1,3,3,2,3,4,3,2,3,3,3,5,3,"200",3,4,5,4,4,4,5,5,4,5,5,4,4,3,3,5,5,4,3,4,5,6,4,4,5,"Promoting furniture that gives much comfort, appears a woman in front",3,3,4,5,4,5,6,5,4,5,1,0,0,0,0,0,200,0.0952062884562543,0.209158636406399,0.368030134883422
"291",2,32,"english","",1,4,1,2,0,2,0,0,1,1,5,3,3,3,3,3,3,3,3,3,4,4,"50",4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,"i saw wicker chairs they were gra and a girl saying its her choice. and she was wearing a red and black plaid shirt",6,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,50,0.79709697292755,-2.81962753389093,-2.09995958902566
"292",1,30,"English ","English ",2,1,3,5,1,1,0,1,0,1,3,3,1,1,1,1,3,2,2,3,7,1,"500",7,7,7,7,7,1,7,7,6,6,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,"A lovely chair advertisement designed in a cool was featuring a cool guy",1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,500,-0.845181223557223,1.63088441701037,2.27471032032983
"293",1,52,"Spanish","48 years",2,1,5,5,1,1,0,1,0,2,4,1,2,1,2,2,1,2,2,2,7,1,"300",7,6,2,6,7,6,6,6,5,6,5,7,7,1,1,1,1,1,1,1,1,1,1,1,4,"Is a set of all weather product furniture very cushionable to sit and relax in the outdoors at natural it looks appealing to me.",1,1,1,1,2,1,2,1,1,1,0,0,0,0,1,0,300,-1.37848474048677,0.776977366282614,1.69962674728698
"294",2,45,"english","life time",1,2,3,4,1,0,1,0,0,1,1,1,3,4,3,3,3,4,4,3,3,4,"850",4,6,2,1,6,5,6,5,4,3,4,4,6,3,4,3,4,3,3,3,4,3,2,5,4,"The ad was for outdoor porch furniture and it had a complete set up of furniture with chairs and tables. The ad also had a young man standing in front with a checkered shirt on proclaiming ""it was his choice because it was the right choice"". / My thoughts on the ad was that the man in front stood out more than the nice furniture because of the colors and the positioning of the man. The furniture seemed an after thought, it was too bland in color in comparison to the man. The Guy should have been blander and the furniture should have had a bit more color so it would pop thereby bringing attention to what was being advertised.",4,4,3,4,4,3,2,2,5,4,0,1,0,0,0,0,850,-0.411673509693082,0.0493180837258646,0.0348507725472136
"295",1,40,"english","",1,1,4,5,1,1,0,1,0,1,4,5,3,4,3,3,3,3,4,3,4,4,"500",3,4,4,2,4,3,2,3,3,1,1,1,4,3,4,4,4,4,4,4,5,3,4,5,4,"it's an ad for a patio furniture set, with a personal testimonial from some random man in sunglasses and a plaid shirt on the right",4,4,5,4,5,6,4,4,6,6,0,0,0,0,1,0,500,0.459311747867933,-0.660897976199643,-0.466600640912874
"296",1,54,"English","",2,1,3,5,0,1,0,1,0,1,1,1,2,2,2,2,2,2,2,2,4,3,"500",3,4,3,2,5,6,5,6,5,5,6,5,5,3,3,3,3,3,3,3,5,3,3,4,4,"Wicker furniture woman it is my choice because it is the right choice no brand name",3,3,3,2,2,3,3,2,4,4,0,0,1,0,0,0,500,0.0985350625259126,-0.209222769992697,-0.340373322846258
"297",2,54,"English","",2,2,4,3,1,2,0,0,1,1,3,1,3,2,5,2,3,2,4,1,7,1,"700",7,7,1,7,7,7,7,6,4,4,4,3,7,1,1,1,1,1,1,1,1,1,1,1,3,"It looks like an ad for outdoor furniture. The furniture is durable and weather-proof. ",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,700,-1.8344293089117,-0.614430904288192,1.67770565606137
"298",2,27,"english","",1,1,6,5,1,0,1,0,0,2,1,2,4,4,4,4,5,4,4,3,5,3,"300",6,6,2,6,5,7,5,6,5,3,5,4,5,1,2,3,2,2,2,1,6,3,3,5,4,"i didn't like that it said it was the right choice because it was the only choice, but i liked the color of the cushions and the set looked comfortable",4,5,2,5,2,3,2,4,6,5,0,1,0,0,0,0,300,1.03729170143183,-0.437709789787438,-0.192105739248614
